file,question_id,stage,skill,issue_type,detail,recommended_fix
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_011efdb103,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_8bdea8ff21,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_f4a3aeddc0,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_0eae97ed2b,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_4c49d02fe2,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_8d9bf3729c,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_168d027f5b,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_ed8ba926bc,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_06a01fb64a,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_936c3f4573,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_5856574536,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_d14047ffd7,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_96cd919aa0,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_f76033940d,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_b1164de764,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_bdf1542a60,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_eecf456740,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_90112ab80d,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_55b64957c8,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_b2a6741c34,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_2a97150163,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_97477b67ed,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_3e857c143e,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_cad5f08279,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_04911cd7ad,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_3893070f83,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_a75dee3672,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_7f27481bb7,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_a718583958,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_fd7e8925ab,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_7f07a7abfd,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_ce71eaf699,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_a307ccb494,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_6b5c92c271,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_0b947b337a,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_dc9db761ba,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_ece2b387d6,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_c02cd2b916,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_8410e39541,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_fc207a0fa5,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_0b787bb2d7,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_7beccb81c1,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_1950b2f3dd,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_50aece4874,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_d20e94e9c1,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_7ae26fbda3,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_68680d0f70,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_4f5c407b28,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_9338b8258c,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_8a4e5d3cd5,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_6a24c8df0a,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_47fb6baa84,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_d57a7d63d7,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_41f9b36c56,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_b8610c3e6e,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_1349615633,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_352640e2fa,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_5d88416d74,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_0a8cec3d22,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_4b24e963b4,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_d27d5c177a,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_a7665ae430,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_fa730a3468,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_ee53bb04a8,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_c2e37a1f60,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_46ddba3e0b,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_52d832f66e,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_8cc9b8a96c,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_19cead4ccf,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_f98ec3f37c,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_89f1abba8e,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_52c3b64657,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_ef2cea3167,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_62e5454e1d,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_40c0967a4b,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_31405359ed,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_383ca2902d,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_4227789371,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_898ccf63a7,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_dd032a3ee7,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_2f62533b69,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_d163881fa3,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_4502ea84cb,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_e2048887e5,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_19baab656f,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_e17adf0f68,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_2d77b513e8,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_c5dcbd734a,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_1f050781a8,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_b896af20b0,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_b0297178f7,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_97a64302a1,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_4a5b87bf39,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_ad6770ddda,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_6d48d1f5a5,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_33acfc0ff6,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_4f0270bd26,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_73d1a3ad46,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_2b9782e8a6,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_3d9bc6b4e1,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_903470ce84,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_50558a2d7d,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_418129888e,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_d5764bf9ba,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_29b2d83383,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_dc340f3881,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_ecdb13014d,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_25b9494ea1,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_c21ce4a8a1,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_e1cf03a01a,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_a11828f1bd,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_7c156e027b,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_6a0f9ca413,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_fa0fbb3086,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_d324fd046d,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_23dcddb5a8,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_fd9c20da51,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_e5af9f4666,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_da54082866,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_8ff801e3df,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_49972372ac,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_f7e7659621,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_e77e250b66,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_d3fa39b3cd,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_bf2357c136,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_e5bac36c21,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_c38ce22132,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_b8ac27891d,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_ff68bd6e51,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_df8cee4412,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_47c286595b,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_353b2ae431,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_f90ce770b5,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_1536284821,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_b0790dffb0,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_0cd799aedf,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_6b63b1862a,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_62a45ab380,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_fractions_of_amount_e1a5017ad0,KS2,fractions_of_amount,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_cb1b90fcb6,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_b4d96e7623,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_883e9cb487,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_multiplication_division_54c256df15,KS2,multiplication_division,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_b5df50a4c1,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
ALL_merged_deduped.jsonl,ks2_addition_subtraction_532a3cf6e3,KS2,addition_subtraction,MISSING_EXPLANATION,rationale/hint field is empty,Add a concise rationale (1-2 sentences) explaining the method.
